33.88108,-78.51258,16.0,2010-10-25,15:04:56,1.3,C7C - Chez Nous
33.88108,-78.51255,16.9,2012-11-02,13:40:21,2,C7C - Altair
33.88110,-78.51318,12.5,2013-06-17,12:24:42,0,1A1 - Marina Life
33.88110,-78.51309,14.9,2013-11-07,21:51:32,2,CDE - Altair
33.88110,-78.51272,20.2,2012-05-21,12:22:10,2,C7C - Altair
33.88110,-78.51270,17.0,2013-04-14,11:48:22,2,C7C - Altair
33.88110,-78.51248,17.2,2012-11-02,13:40:19,2,C7C - Altair
33.88111,-78.51260,18.4,2014-05-23,17:10:56,2,CDE - Altair
33.88111,-78.51250,16.6,2010-10-25,15:04:54,1.3,C7C - Chez Nous
33.88112,-78.51287,18.5,2011-11-11,16:15:16,2,C7C - Altair
33.88112,-78.51263,20.7,2012-05-21,12:22:12,2,C7C - Altair
33.88112,-78.51240,17.8,2012-11-02,13:40:17,2,C7C - Altair
33.88113,-78.51310,12.9,2013-06-17,12:24:45,0,1A1 - Marina Life
33.88113,-78.51298,15.0,2013-11-07,21:51:30,2,CDE - Altair
33.88113,-78.51262,17.3,2013-04-14,11:48:24,2,C7C - Altair
33.88113,-78.51257,21.4,2012-05-21,12:22:14,2,C7C - Altair
33.88113,-78.51251,19.0,2014-05-23,17:10:58,2,CDE - Altair
33.88113,-78.51233,19.4,2012-11-02,13:40:15,2,C7C - Altair
33.88114,-78.51242,18.7,2010-10-25,15:04:52,1.3,C7C - Chez Nous
33.88115,-78.51302,13.9,2013-06-17,12:24:47,0,1A1 - Marina Life
33.88115,-78.51277,19.1,2011-11-11,16:15:14,2,C7C - Altair
33.88115,-78.51253,17.5,2013-04-14,11:48:26,2,C7C - Altair
33.88115,-78.51248,22.1,2012-05-21,12:22:16,2,C7C - Altair
33.88115,-78.51242,18.8,2014-05-23,17:11:00,2,CDE - Altair
33.88116,-78.51288,16.5,2013-11-07,21:51:28,2,CDE - Altair
33.88117,-78.51297,13.7,2013-06-17,12:24:49,0,1A1 - Marina Life
